"Region","Item","Variable","Scenario","Model","Year","value"
"Latin America","Wheat","Yield","SSP2_m","AIM/CGE",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP2_m","GCAM",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP2_m","GLOBIOM",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP2_m","IMAGE",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP2_m","IMPACT",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP2_m","MAgPIE",2010,2.81566845464495
"Latin America","All cereals","Yield","SSP2_m","AIM/CGE",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP2_m","GCAM",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP2_m","GLOBIOM",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP2_m","IMAGE",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP2_m","IMPACT",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP2_m","MAgPIE",2010,3.65853738804429
"Latin America","Coarse grains","Yield","SSP2_m","AIM/CGE",2020,4.421972061527
"Latin America","Coarse grains","Yield","SSP2_m","GCAM",2020,4.36161760907305
"Latin America","Coarse grains","Yield","SSP2_m","GLOBIOM",2020,4.6849911759852
"Latin America","Coarse grains","Yield","SSP2_m","IMAGE",2020,4.59259926477565
"Latin America","Coarse grains","Yield","SSP2_m","IMPACT",2020,4.54063823403211
"Latin America","Coarse grains","Yield","SSP2_m","MAgPIE",2020,4.41070458029821
"Latin America","Rice","Yield","SSP2_m","AIM/CGE",2020,5.11065287695184
"Latin America","Rice","Yield","SSP2_m","GCAM",2020,5.08264426295081
"Latin America","Rice","Yield","SSP2_m","GLOBIOM",2020,5.84737733734907
"Latin America","Rice","Yield","SSP2_m","IMAGE",2020,5.5982814499884
"Latin America","Rice","Yield","SSP2_m","IMPACT",2020,5.18461697201114
"Latin America","Rice","Yield","SSP2_m","MAgPIE",2020,5.56472438144384
"Latin America","Wheat","Yield","SSP2_m","AIM/CGE",2020,3.19626917854915
"Latin America","Wheat","Yield","SSP2_m","GCAM",2020,3.24701863447522
"Latin America","Wheat","Yield","SSP2_m","GLOBIOM",2020,3.38087483284366
"Latin America","Wheat","Yield","SSP2_m","IMAGE",2020,3.40345321693734
"Latin America","Wheat","Yield","SSP2_m","IMPACT",2020,3.21363656866898
"Latin America","Wheat","Yield","SSP2_m","MAgPIE",2020,3.31089955149967
"Latin America","All cereals","Yield","SSP2_m","AIM/CGE",2020,4.22487837394726
"Latin America","All cereals","Yield","SSP2_m","GCAM",2020,4.17597606759493
"Latin America","All cereals","Yield","SSP2_m","GLOBIOM",2020,4.50817896465097
"Latin America","All cereals","Yield","SSP2_m","IMAGE",2020,4.41786526627367
"Latin America","All cereals","Yield","SSP2_m","IMPACT",2020,4.2905548863756
"Latin America","All cereals","Yield","SSP2_m","MAgPIE",2020,4.36802243091236
"Latin America","Coarse grains","Yield","SSP2_m","AIM/CGE",2030,4.98746203412152
"Latin America","Coarse grains","Yield","SSP2_m","GCAM",2030,4.9688609962511
"Latin America","Coarse grains","Yield","SSP2_m","GLOBIOM",2030,5.43583579272106
"Latin America","Coarse grains","Yield","SSP2_m","IMAGE",2030,5.25132834946589
"Latin America","Coarse grains","Yield","SSP2_m","IMPACT",2030,4.96229001732047
"Latin America","Coarse grains","Yield","SSP2_m","MAgPIE",2030,4.66251619315201
"Latin America","Rice","Yield","SSP2_m","AIM/CGE",2030,5.80188521295261
"Latin America","Rice","Yield","SSP2_m","GCAM",2030,5.53626469247921
"Latin America","Rice","Yield","SSP2_m","GLOBIOM",2030,6.67445917921566
"Latin America","Rice","Yield","SSP2_m","IMAGE",2030,6.36704751793977
"Latin America","Rice","Yield","SSP2_m","IMPACT",2030,5.43188796589926
"Latin America","Rice","Yield","SSP2_m","MAgPIE",2030,4.2443870608248
"Latin America","Wheat","Yield","SSP2_m","AIM/CGE",2030,3.62704640342939
"Latin America","Wheat","Yield","SSP2_m","GCAM",2030,3.68983187911746
"Latin America","Wheat","Yield","SSP2_m","GLOBIOM",2030,3.6675461323252
"Latin America","Wheat","Yield","SSP2_m","IMAGE",2030,3.87203860407695
"Latin America","Wheat","Yield","SSP2_m","IMPACT",2030,3.53947091362257
"Latin America","Wheat","Yield","SSP2_m","MAgPIE",2030,3.40208899613896
"Latin America","All cereals","Yield","SSP2_m","AIM/CGE",2030,4.80888004821271
"Latin America","All cereals","Yield","SSP2_m","GCAM",2030,4.73280108070751
"Latin America","All cereals","Yield","SSP2_m","GLOBIOM",2030,5.15754903582491
"Latin America","All cereals","Yield","SSP2_m","IMAGE",2030,5.03894430741551
"Latin America","All cereals","Yield","SSP2_m","IMPACT",2030,4.66233890624427
"Latin America","All cereals","Yield","SSP2_m","MAgPIE",2030,5.04031452462781
"Latin America","Coarse grains","Yield","SSP2_m","AIM/CGE",2040,5.56038505789924
"Latin America","Coarse grains","Yield","SSP2_m","GCAM",2040,5.35153835688336
"Latin America","Coarse grains","Yield","SSP2_m","GLOBIOM",2040,6.03024480012275
"Latin America","Coarse grains","Yield","SSP2_m","IMAGE",2040,5.83641579801339
"Latin America","Coarse grains","Yield","SSP2_m","IMPACT",2040,5.38775416537177
"Latin America","Coarse grains","Yield","SSP2_m","MAgPIE",2040,4.7215958639461
"Latin America","Rice","Yield","SSP2_m","AIM/CGE",2040,6.47928038029092
"Latin America","Rice","Yield","SSP2_m","GCAM",2040,5.71878610395914
"Latin America","Rice","Yield","SSP2_m","GLOBIOM",2040,7.59883202810502
"Latin America","Rice","Yield","SSP2_m","IMAGE",2040,6.95345047210549
"Latin America","Rice","Yield","SSP2_m","IMPACT",2040,5.53792596931746
"Latin America","Rice","Yield","SSP2_m","MAgPIE",2040,4.64808567118228
"Latin America","Wheat","Yield","SSP2_m","AIM/CGE",2040,4.0648872967134
"Latin America","Wheat","Yield","SSP2_m","GCAM",2040,3.92382360027618
"Latin America","Wheat","Yield","SSP2_m","GLOBIOM",2040,3.86126769249651
"Latin America","Wheat","Yield","SSP2_m","IMAGE",2040,4.22636216628299
"Latin America","Wheat","Yield","SSP2_m","IMPACT",2040,3.82620772236
"Latin America","Wheat","Yield","SSP2_m","MAgPIE",2040,3.70438969002669
"Latin America","All cereals","Yield","SSP2_m","AIM/CGE",2040,5.40610604742769
"Latin America","All cereals","Yield","SSP2_m","GCAM",2040,5.06590180158222
"Latin America","All cereals","Yield","SSP2_m","GLOBIOM",2040,5.69185598620597
"Latin America","All cereals","Yield","SSP2_m","IMAGE",2040,5.56434628948121
"Latin America","All cereals","Yield","SSP2_m","IMPACT",2040,5.02078664935458
"Latin America","All cereals","Yield","SSP2_m","MAgPIE",2040,5.46348335695317
"Latin America","Coarse grains","Yield","SSP2_m","AIM/CGE",2050,5.99583960636282
"Latin America","Coarse grains","Yield","SSP2_m","GCAM",2050,5.80075561540633
"Latin America","Coarse grains","Yield","SSP2_m","GLOBIOM",2050,6.52070209436736
"Latin America","Coarse grains","Yield","SSP2_m","IMAGE",2050,6.42789006994322
"Latin America","Coarse grains","Yield","SSP2_m","IMPACT",2050,5.79567938139812
"Latin America","Coarse grains","Yield","SSP2_m","MAgPIE",2050,4.76050472265202
"Latin America","Rice","Yield","SSP2_m","AIM/CGE",2050,6.93297639696677
"Latin America","Rice","Yield","SSP2_m","GCAM",2050,5.95172253943267
"Latin America","Rice","Yield","SSP2_m","GLOBIOM",2050,8.60397851022228
"Latin America","Rice","Yield","SSP2_m","IMAGE",2050,7.59569093664158
"Latin America","Rice","Yield","SSP2_m","IMPACT",2050,5.52311357523321
"Latin America","Rice","Yield","SSP2_m","MAgPIE",2050,4.32164917102176
"Latin America","Wheat","Yield","SSP2_m","AIM/CGE",2050,4.37578903067905
"Latin America","Wheat","Yield","SSP2_m","GCAM",2050,4.15479572125454
"Latin America","Wheat","Yield","SSP2_m","GLOBIOM",2050,4.1410713049645
"Latin America","Wheat","Yield","SSP2_m","IMAGE",2050,4.58111028644205
"Latin America","Wheat","Yield","SSP2_m","IMPACT",2050,4.0513964376645
"Latin America","Wheat","Yield","SSP2_m","MAgPIE",2050,3.98120767391099
"Latin America","All cereals","Yield","SSP2_m","AIM/CGE",2050,5.85867858823247
"Latin America","All cereals","Yield","SSP2_m","GCAM",2050,5.45846154669645
"Latin America","All cereals","Yield","SSP2_m","GLOBIOM",2050,6.20339574866724
"Latin America","All cereals","Yield","SSP2_m","IMAGE",2050,6.09908601514825
"Latin America","All cereals","Yield","SSP2_m","IMPACT",2050,5.35255722028917
"Latin America","All cereals","Yield","SSP2_m","MAgPIE",2050,5.55519800222642
"Latin America","Coarse grains","Yield","SSP3","AIM/CGE",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP3","GCAM",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP3","GLOBIOM",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP3","IMAGE",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP3","IMPACT",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP3","MAgPIE",2010,3.80296473615147
"Latin America","Rice","Yield","SSP3","AIM/CGE",2010,4.62880234656882
"Latin America","Rice","Yield","SSP3","GCAM",2010,4.62880234656882
"Latin America","Rice","Yield","SSP3","GLOBIOM",2010,4.62880234656882
"Latin America","Rice","Yield","SSP3","IMAGE",2010,4.62880234656882
"Latin America","Rice","Yield","SSP3","IMPACT",2010,4.62880234656882
"Latin America","Rice","Yield","SSP3","MAgPIE",2010,4.62880234656882
"Latin America","Wheat","Yield","SSP3","AIM/CGE",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP3","GCAM",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP3","GLOBIOM",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP3","IMAGE",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP3","IMPACT",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP3","MAgPIE",2010,2.81566845464495
"Latin America","All cereals","Yield","SSP3","AIM/CGE",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP3","GCAM",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP3","GLOBIOM",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP3","IMAGE",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP3","IMPACT",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP3","MAgPIE",2010,3.65853738804429
"Latin America","Coarse grains","Yield","SSP3","AIM/CGE",2020,4.26606747473571
"Latin America","Coarse grains","Yield","SSP3","GCAM",2020,4.047418911527
"Latin America","Coarse grains","Yield","SSP3","GLOBIOM",2020,4.52914435862656
"Latin America","Coarse grains","Yield","SSP3","IMAGE",2020,4.5759924575798
"Latin America","Coarse grains","Yield","SSP3","IMPACT",2020,4.49863118672624
"Latin America","Coarse grains","Yield","SSP3","MAgPIE",2020,4.47812824655299
"Latin America","Rice","Yield","SSP3","AIM/CGE",2020,4.94242973548831
"Latin America","Rice","Yield","SSP3","GCAM",2020,4.86672296869886
"Latin America","Rice","Yield","SSP3","GLOBIOM",2020,5.32470551534303
"Latin America","Rice","Yield","SSP3","IMAGE",2020,5.65444015659019
"Latin America","Rice","Yield","SSP3","IMPACT",2020,5.14037039707576
"Latin America","Rice","Yield","SSP3","MAgPIE",2020,4.7883495248898
"Latin America","Wheat","Yield","SSP3","AIM/CGE",2020,3.11048990008421
"Latin America","Wheat","Yield","SSP3","GCAM",2020,3.02932212002842
"Latin America","Wheat","Yield","SSP3","GLOBIOM",2020,3.03215249767674
"Latin America","Wheat","Yield","SSP3","IMAGE",2020,3.38953954123269
"Latin America","Wheat","Yield","SSP3","IMPACT",2020,3.18956474847158
"Latin America","Wheat","Yield","SSP3","MAgPIE",2020,2.99646511068375
"Latin America","All cereals","Yield","SSP3","AIM/CGE",2020,4.07614435866877
"Latin America","All cereals","Yield","SSP3","GCAM",2020,3.89318366290982
"Latin America","All cereals","Yield","SSP3","GLOBIOM",2020,4.26554423863791
"Latin America","All cereals","Yield","SSP3","IMAGE",2020,4.41142262967222
"Latin America","All cereals","Yield","SSP3","IMPACT",2020,4.25093899092964
"Latin America","All cereals","Yield","SSP3","MAgPIE",2020,4.17922338497319
"Latin America","Coarse grains","Yield","SSP3","AIM/CGE",2030,4.56471651030757
"Latin America","Coarse grains","Yield","SSP3","GCAM",2030,4.28657428951567
"Latin America","Coarse grains","Yield","SSP3","GLOBIOM",2030,4.98795484929795
"Latin America","Coarse grains","Yield","SSP3","IMAGE",2030,5.16694950967001
"Latin America","Coarse grains","Yield","SSP3","IMPACT",2030,4.72919647862295
"Latin America","Coarse grains","Yield","SSP3","MAgPIE",2030,4.82657237403941
"Latin America","Rice","Yield","SSP3","AIM/CGE",2030,5.26358805958787
"Latin America","Rice","Yield","SSP3","GCAM",2030,5.08697033935413
"Latin America","Rice","Yield","SSP3","GLOBIOM",2030,5.74351296571638
"Latin America","Rice","Yield","SSP3","IMAGE",2030,6.53078988079956
"Latin America","Rice","Yield","SSP3","IMPACT",2030,5.27863830655928
"Latin America","Rice","Yield","SSP3","MAgPIE",2030,3.90686995429568
"Latin America","Wheat","Yield","SSP3","AIM/CGE",2030,3.37514149669792
"Latin America","Wheat","Yield","SSP3","GCAM",2030,3.2271490267802
"Latin America","Wheat","Yield","SSP3","GLOBIOM",2030,3.23071752032436
"Latin America","Wheat","Yield","SSP3","IMAGE",2030,3.81307881822403
"Latin America","Wheat","Yield","SSP3","IMPACT",2030,3.38002841793035
"Latin America","Wheat","Yield","SSP3","MAgPIE",2030,3.02368119523131
"Latin America","All cereals","Yield","SSP3","AIM/CGE",2030,4.38220166354983
"Latin America","All cereals","Yield","SSP3","GCAM",2030,4.12391289965417
"Latin America","All cereals","Yield","SSP3","GLOBIOM",2030,4.66051898730206
"Latin America","All cereals","Yield","SSP3","IMAGE",2030,4.99356483485013
"Latin America","All cereals","Yield","SSP3","IMPACT",2030,4.45214484671561
"Latin America","All cereals","Yield","SSP3","MAgPIE",2030,4.42496755602884
"Latin America","Coarse grains","Yield","SSP3","AIM/CGE",2040,4.86179785261098
"Latin America","Coarse grains","Yield","SSP3","GCAM",2040,4.41029730912177
"Latin America","Coarse grains","Yield","SSP3","GLOBIOM",2040,5.16604224853335
"Latin America","Coarse grains","Yield","SSP3","IMAGE",2040,5.43719901915338
"Latin America","Coarse grains","Yield","SSP3","IMPACT",2040,4.98992852151161
"Latin America","Coarse grains","Yield","SSP3","MAgPIE",2040,4.74988463466866
"Latin America","Rice","Yield","SSP3","AIM/CGE",2040,5.60351589336462
"Latin America","Rice","Yield","SSP3","GCAM",2040,5.184327859984
"Latin America","Rice","Yield","SSP3","GLOBIOM",2040,5.87046160835406
"Latin America","Rice","Yield","SSP3","IMAGE",2040,6.94617371035606
"Latin America","Rice","Yield","SSP3","IMPACT",2040,5.32654805083147
"Latin America","Rice","Yield","SSP3","MAgPIE",2040,3.7588880573153
"Latin America","Wheat","Yield","SSP3","AIM/CGE",2040,3.63975421009353
"Latin America","Wheat","Yield","SSP3","GCAM",2040,3.32937348896372
"Latin America","Wheat","Yield","SSP3","GLOBIOM",2040,3.27792554016556
"Latin America","Wheat","Yield","SSP3","IMAGE",2040,4.00827756096788
"Latin America","Wheat","Yield","SSP3","IMPACT",2040,3.56259161991573
"Latin America","Wheat","Yield","SSP3","MAgPIE",2040,3.18836207417985
"Latin America","All cereals","Yield","SSP3","AIM/CGE",2040,4.68662852882881
"Latin America","All cereals","Yield","SSP3","GCAM",2040,4.24078095200953
"Latin America","All cereals","Yield","SSP3","GLOBIOM",2040,4.80913610689158
"Latin America","All cereals","Yield","SSP3","IMAGE",2040,5.26932003409818
"Latin America","All cereals","Yield","SSP3","IMPACT",2040,4.66689902865657
"Latin America","All cereals","Yield","SSP3","MAgPIE",2040,4.42770429100259
"Latin America","Coarse grains","Yield","SSP3","AIM/CGE",2050,5.13874664115012
"Latin America","Coarse grains","Yield","SSP3","GCAM",2050,4.5356658009397
"Latin America","Coarse grains","Yield","SSP3","GLOBIOM",2050,5.23357330894665
"Latin America","Coarse grains","Yield","SSP3","IMAGE",2050,5.7127993543075
"Latin America","Coarse grains","Yield","SSP3","IMPACT",2050,5.25352125728736
"Latin America","Coarse grains","Yield","SSP3","MAgPIE",2050,4.71662695427038
"Latin America","Rice","Yield","SSP3","AIM/CGE",2050,5.87926714593465
"Latin America","Rice","Yield","SSP3","GCAM",2050,5.28911888737403
"Latin America","Rice","Yield","SSP3","GLOBIOM",2050,5.88898930336039
"Latin America","Rice","Yield","SSP3","IMAGE",2050,7.40529794937766
"Latin America","Rice","Yield","SSP3","IMPACT",2050,5.29554066499106
"Latin America","Rice","Yield","SSP3","MAgPIE",2050,3.97756991878842
"Latin America","Wheat","Yield","SSP3","AIM/CGE",2050,3.85792298620065
"Latin America","Wheat","Yield","SSP3","GCAM",2050,3.42806953465117
"Latin America","Wheat","Yield","SSP3","GLOBIOM",2050,3.31146816312559
"Latin America","Wheat","Yield","SSP3","IMAGE",2050,4.20699595205194
"Latin America","Wheat","Yield","SSP3","IMPACT",2050,3.71307748402903
"Latin America","Wheat","Yield","SSP3","MAgPIE",2050,3.08080646886425
"Latin America","All cereals","Yield","SSP3","AIM/CGE",2050,4.95819736097518
"Latin America","All cereals","Yield","SSP3","GCAM",2050,4.35802374379174
"Latin America","All cereals","Yield","SSP3","GLOBIOM",2050,4.87484046822953
"Latin America","All cereals","Yield","SSP3","IMAGE",2050,5.55374323442621
"Latin America","All cereals","Yield","SSP3","IMPACT",2050,4.87524875556655
"Latin America","All cereals","Yield","SSP3","MAgPIE",2050,4.35341649713192
"Latin America","Coarse grains","Yield","SSP3_m","AIM/CGE",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP3_m","GCAM",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP3_m","GLOBIOM",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP3_m","IMAGE",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP3_m","IMPACT",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP3_m","MAgPIE",2010,3.80296473615147
"Latin America","Rice","Yield","SSP3_m","AIM/CGE",2010,4.62880234656882
"Latin America","Rice","Yield","SSP3_m","GCAM",2010,4.62880234656882
"Latin America","Rice","Yield","SSP3_m","GLOBIOM",2010,4.62880234656882
"Latin America","Rice","Yield","SSP3_m","IMAGE",2010,4.62880234656882
"Latin America","Rice","Yield","SSP3_m","IMPACT",2010,4.62880234656882
"Latin America","Rice","Yield","SSP3_m","MAgPIE",2010,4.62880234656882
"Latin America","Wheat","Yield","SSP3_m","AIM/CGE",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP3_m","GCAM",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP3_m","GLOBIOM",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP3_m","IMAGE",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP3_m","IMPACT",2010,2.81566845464495
"Latin America","Wheat","Yield","SSP3_m","MAgPIE",2010,2.81566845464495
"Latin America","All cereals","Yield","SSP3_m","AIM/CGE",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP3_m","GCAM",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP3_m","GLOBIOM",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP3_m","IMAGE",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP3_m","IMPACT",2010,3.65853738804429
"Latin America","All cereals","Yield","SSP3_m","MAgPIE",2010,3.65853738804429
"Latin America","Coarse grains","Yield","SSP3_m","AIM/CGE",2020,4.40919490237175
"Latin America","Coarse grains","Yield","SSP3_m","GCAM",2020,4.06325398457634
"Latin America","Coarse grains","Yield","SSP3_m","GLOBIOM",2020,4.52043344018288
"Latin America","Coarse grains","Yield","SSP3_m","IMAGE",2020,4.6114693184422
"Latin America","Coarse grains","Yield","SSP3_m","IMPACT",2020,4.50530048072571
"Latin America","Coarse grains","Yield","SSP3_m","MAgPIE",2020,4.46292217149005
"Latin America","Rice","Yield","SSP3_m","AIM/CGE",2020,5.15611905487313
"Latin America","Rice","Yield","SSP3_m","GCAM",2020,4.85944602047536
"Latin America","Rice","Yield","SSP3_m","GLOBIOM",2020,5.453220343178
"Latin America","Rice","Yield","SSP3_m","IMAGE",2020,5.69621842848612
"Latin America","Rice","Yield","SSP3_m","IMPACT",2020,5.16024038098097
"Latin America","Rice","Yield","SSP3_m","MAgPIE",2020,5.27692317550092
"Latin America","Wheat","Yield","SSP3_m","AIM/CGE",2020,3.19140783017462
"Latin America","Wheat","Yield","SSP3_m","GCAM",2020,3.02476867307493
"Latin America","Wheat","Yield","SSP3_m","GLOBIOM",2020,3.06275629093106
"Latin America","Wheat","Yield","SSP3_m","IMAGE",2020,3.41969219328999
"Latin America","Wheat","Yield","SSP3_m","IMPACT",2020,3.1963652962207
"Latin America","Wheat","Yield","SSP3_m","MAgPIE",2020,3.0035499689514
"Latin America","All cereals","Yield","SSP3_m","AIM/CGE",2020,4.22099019131036
"Latin America","All cereals","Yield","SSP3_m","GCAM",2020,3.90694358921966
"Latin America","All cereals","Yield","SSP3_m","GLOBIOM",2020,4.28110677809601
"Latin America","All cereals","Yield","SSP3_m","IMAGE",2020,4.4471521053017
"Latin America","All cereals","Yield","SSP3_m","IMPACT",2020,4.2597848778909
"Latin America","All cereals","Yield","SSP3_m","MAgPIE",2020,4.19969570955199
"Latin America","Coarse grains","Yield","SSP3_m","AIM/CGE",2030,4.93403022279026
"Latin America","Coarse grains","Yield","SSP3_m","GCAM",2030,4.30682695945281
"Latin America","Coarse grains","Yield","SSP3_m","GLOBIOM",2030,5.0038881809363
"Latin America","Coarse grains","Yield","SSP3_m","IMAGE",2030,5.18941561598541
"Latin America","Coarse grains","Yield","SSP3_m","IMPACT",2030,4.74470528949241
"Latin America","Coarse grains","Yield","SSP3_m","MAgPIE",2030,4.75757083596737
"Latin America","Rice","Yield","SSP3_m","AIM/CGE",2030,5.78562731537165
"Latin America","Rice","Yield","SSP3_m","GCAM",2030,5.0779583763806
"Latin America","Rice","Yield","SSP3_m","GLOBIOM",2030,6.15780712315857
"Latin America","Rice","Yield","SSP3_m","IMAGE",2030,6.5770414025835
"Latin America","Rice","Yield","SSP3_m","IMPACT",2030,5.32100637989596
"Latin America","Rice","Yield","SSP3_m","MAgPIE",2030,4.78798902233465
"Latin America","Wheat","Yield","SSP3_m","AIM/CGE",2030,3.58704391525932
"Latin America","Wheat","Yield","SSP3_m","GCAM",2030,3.21936603447719
"Latin America","Wheat","Yield","SSP3_m","GLOBIOM",2030,3.33558095414092
"Latin America","Wheat","Yield","SSP3_m","IMAGE",2030,3.82516428550912
"Latin America","Wheat","Yield","SSP3_m","IMPACT",2030,3.3950094083178
"Latin America","Wheat","Yield","SSP3_m","MAgPIE",2030,3.04465287803929
"Latin America","All cereals","Yield","SSP3_m","AIM/CGE",2030,4.760428996577
"Latin America","All cereals","Yield","SSP3_m","GCAM",2030,4.14298249658084
"Latin America","All cereals","Yield","SSP3_m","GLOBIOM",2030,4.7420034033155
"Latin America","All cereals","Yield","SSP3_m","IMAGE",2030,5.01685702041663
"Latin America","All cereals","Yield","SSP3_m","IMPACT",2030,4.47145571719221
"Latin America","All cereals","Yield","SSP3_m","MAgPIE",2030,4.57825307969861
"Latin America","Coarse grains","Yield","SSP3_m","AIM/CGE",2040,5.50334166891702
"Latin America","Coarse grains","Yield","SSP3_m","GCAM",2040,4.44062510273183
"Latin America","Coarse grains","Yield","SSP3_m","GLOBIOM",2040,5.24039970264305
"Latin America","Coarse grains","Yield","SSP3_m","IMAGE",2040,5.5933346476335
"Latin America","Coarse grains","Yield","SSP3_m","IMPACT",2040,5.01554906784475
"Latin America","Coarse grains","Yield","SSP3_m","MAgPIE",2040,4.77497353671058
"Latin America","Rice","Yield","SSP3_m","AIM/CGE",2040,6.47170349461206
"Latin America","Rice","Yield","SSP3_m","GCAM",2040,5.17109179974772
"Latin America","Rice","Yield","SSP3_m","GLOBIOM",2040,6.64998308692094
"Latin America","Rice","Yield","SSP3_m","IMAGE",2040,7.22648086075302
"Latin America","Rice","Yield","SSP3_m","IMPACT",2040,5.39239049122912
"Latin America","Rice","Yield","SSP3_m","MAgPIE",2040,6.12518794457805
"Latin America","Wheat","Yield","SSP3_m","AIM/CGE",2040,4.01043388709873
"Latin America","Wheat","Yield","SSP3_m","GCAM",2040,3.31733875913631
"Latin America","Wheat","Yield","SSP3_m","GLOBIOM",2040,3.44279809536586
"Latin America","Wheat","Yield","SSP3_m","IMAGE",2040,4.12190277874794
"Latin America","Wheat","Yield","SSP3_m","IMPACT",2040,3.58636506483152
"Latin America","Wheat","Yield","SSP3_m","MAgPIE",2040,2.89766400994708
"Latin America","All cereals","Yield","SSP3_m","AIM/CGE",2040,5.34683761865811
"Latin America","All cereals","Yield","SSP3_m","GCAM",2040,4.26924959402446
"Latin America","All cereals","Yield","SSP3_m","GLOBIOM",2040,4.97984020955171
"Latin America","All cereals","Yield","SSP3_m","IMAGE",2040,5.43669383710992
"Latin America","All cereals","Yield","SSP3_m","IMPACT",2040,4.6972202467321
"Latin America","All cereals","Yield","SSP3_m","MAgPIE",2040,4.72487898052326
"Latin America","Coarse grains","Yield","SSP3_m","AIM/CGE",2050,5.94312243244809
"Latin America","Coarse grains","Yield","SSP3_m","GCAM",2050,4.6096444643883
"Latin America","Coarse grains","Yield","SSP3_m","GLOBIOM",2050,5.39262397173764
"Latin America","Coarse grains","Yield","SSP3_m","IMAGE",2050,6.02013831699085
"Latin America","Coarse grains","Yield","SSP3_m","IMPACT",2050,5.29077615880973
"Latin America","Coarse grains","Yield","SSP3_m","MAgPIE",2050,4.72286778306706
"Latin America","Rice","Yield","SSP3_m","AIM/CGE",2050,6.9543280470888
"Latin America","Rice","Yield","SSP3_m","GCAM",2050,5.28031873911816
"Latin America","Rice","Yield","SSP3_m","GLOBIOM",2050,7.0881835492079
"Latin America","Rice","Yield","SSP3_m","IMAGE",2050,7.91069942788375
"Latin America","Rice","Yield","SSP3_m","IMPACT",2050,5.38306326875173
"Latin America","Rice","Yield","SSP3_m","MAgPIE",2050,6.2988064190785
"Latin America","Wheat","Yield","SSP3_m","AIM/CGE",2050,4.3283672478501
"Latin America","Wheat","Yield","SSP3_m","GCAM",2050,3.40201785998505
"Latin America","Wheat","Yield","SSP3_m","GLOBIOM",2050,3.47047368755221
"Latin America","Wheat","Yield","SSP3_m","IMAGE",2050,4.42548107794911
"Latin America","Wheat","Yield","SSP3_m","IMPACT",2050,3.74574858737956
"Latin America","Wheat","Yield","SSP3_m","MAgPIE",2050,2.79066744752425
"Latin America","All cereals","Yield","SSP3_m","AIM/CGE",2050,5.79744306402526
"Latin America","All cereals","Yield","SSP3_m","GCAM",2050,4.42429275843313
"Latin America","All cereals","Yield","SSP3_m","GLOBIOM",2050,5.13631534868968
"Latin America","All cereals","Yield","SSP3_m","IMAGE",2050,5.87838917342565
"Latin America","All cereals","Yield","SSP3_m","IMPACT",2050,4.91699155359217
"Latin America","All cereals","Yield","SSP3_m","MAgPIE",2050,4.66885932757066
"Latin America","Coarse grains","Yield","SSP4","AIM/CGE",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP4","GCAM",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP4","GLOBIOM",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP4","IMAGE",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP4","IMPACT",2010,3.80296473615147
"Latin America","Coarse grains","Yield","SSP4","MAgPIE",2010,3.80296473615147
"Latin America","Rice","Yield","SSP4","AIM/CGE",2010,4.62880234656882
"Latin America","Rice","Yield","SSP4","GCAM",2010,4.62880234656882
